"Tabela 5938 - Produto interno bruto a preços correntes, impostos, líquidos de subsídios, sobre produtos a preços correntes e valor adicionado bruto a preços correntes total e por atividade econômica, e respectivas participações - Referência 2010"
"Variável - Produto Interno Bruto a preços correntes (Mil Reais)"
"Cód.";"Município";"Ano"
"3152303";"Porto Firme (MG)";"151759"
"3152402";"Poté (MG)";"213766"
"3152501";"Pouso Alegre (MG)";"14201206"
"3152600";"Pouso Alto (MG)";"542609"
"3152709";"Prados (MG)";"257819"
"3152808";"Prata (MG)";"1702675"
"3152907";"Pratápolis (MG)";"249604"
"3153004";"Pratinha (MG)";"230172"
"3153103";"Presidente Bernardes (MG)";"80596"
"3153202";"Presidente Juscelino (MG)";"62647"
"3153301";"Presidente Kubitschek (MG)";"45373"
"3153400";"Presidente Olegário (MG)";"904883"
"3153509";"Alto Jequitibá (MG)";"160653"
"3153608";"Prudente de Morais (MG)";"333022"
"3153707";"Quartel Geral (MG)";"89894"
"3153806";"Queluzito (MG)";"51169"
"3153905";"Raposos (MG)";"232669"
"3154002";"Raul Soares (MG)";"497923"
"3154101";"Recreio (MG)";"152511"
"3154150";"Reduto (MG)";"131257"
"3154200";"Resende Costa (MG)";"243888"
"3154309";"Resplendor (MG)";"376309"
"3154408";"Ressaquinha (MG)";"507032"
"3154457";"Riachinho (MG)";"187878"
"3154507";"Riacho dos Machados (MG)";"301730"
"3154606";"Ribeirão das Neves (MG)";"6336695"
"3154705";"Ribeirão Vermelho (MG)";"132863"
"3154804";"Rio Acima (MG)";"260362"
"3154903";"Rio Casca (MG)";"277814"
"3155009";"Rio Doce (MG)";"107641"
"3155108";"Rio do Prado (MG)";"68107"
"3155207";"Rio Espera (MG)";"75489"
"3155306";"Rio Manso (MG)";"138279"
"3155405";"Rio Novo (MG)";"143556"
"3155504";"Rio Paranaíba (MG)";"1148101"
"3155603";"Rio Pardo de Minas (MG)";"404312"
"3155702";"Rio Piracicaba (MG)";"270261"
"3155801";"Rio Pomba (MG)";"574081"
"3155900";"Rio Preto (MG)";"82690"
"3156007";"Rio Vermelho (MG)";"177450"
"3156106";"Ritápolis (MG)";"124811"
"3156205";"Rochedo de Minas (MG)";"187591"
"3156304";"Rodeiro (MG)";"704898"
"3156403";"Romaria (MG)";"288148"
"3156452";"Rosário da Limeira (MG)";"90798"
"3156502";"Rubelita (MG)";"85775"
"3156601";"Rubim (MG)";"139214"
"3156700";"Sabará (MG)";"3837192"
"3156809";"Sabinópolis (MG)";"415038"
"3156908";"Sacramento (MG)";"2387150"
"3157005";"Salinas (MG)";"903694"
"3157104";"Salto da Divisa (MG)";"118710"
"3157203";"Santa Bárbara (MG)";"1019088"
"3157252";"Santa Bárbara do Leste (MG)";"153222"
"3157278";"Santa Bárbara do Monte Verde (MG)";"71438"
"3157302";"Santa Bárbara do Tugúrio (MG)";"78007"
"3157336";"Santa Cruz de Minas (MG)";"154995"
"3157377";"Santa Cruz de Salinas (MG)";"59169"
"3157401";"Santa Cruz do Escalvado (MG)";"90331"
"3157500";"Santa Efigênia de Minas (MG)";"58652"
"3157609";"Santa Fé de Minas (MG)";"70867"
"3157658";"Santa Helena de Minas (MG)";"69029"
"3157708";"Santa Juliana (MG)";"912073"
"3157807";"Santa Luzia (MG)";"6608097"
"3157906";"Santa Margarida (MG)";"497578"
"3158003";"Santa Maria de Itabira (MG)";"327050"
"3158102";"Santa Maria do Salto (MG)";"60852"
"3158201";"Santa Maria do Suaçuí (MG)";"223266"
"3158300";"Santana da Vargem (MG)";"258303"
"3158409";"Santana de Cataguases (MG)";"61153"
"3158508";"Santana de Pirapama (MG)";"135533"
"3158607";"Santana do Deserto (MG)";"84574"
"3158706";"Santana do Garambéu (MG)";"48322"
"3158805";"Santana do Jacaré (MG)";"129242"
"3158904";"Santana do Manhuaçu (MG)";"227887"
"3158953";"Santana do Paraíso (MG)";"1250978"
"3159001";"Santana do Riacho (MG)";"139841"
"3159100";"Santana dos Montes (MG)";"64537"
"3159209";"Santa Rita de Caldas (MG)";"249061"
"3159308";"Santa Rita de Jacutinga (MG)";"87242"
"3159357";"Santa Rita de Minas (MG)";"208456"
"3159407";"Santa Rita de Ibitipoca (MG)";"72264"
"3159506";"Santa Rita do Itueto (MG)";"233545"
"3159605";"Santa Rita do Sapucaí (MG)";"2514298"
"3159704";"Santa Rosa da Serra (MG)";"119336"
"3159803";"Santa Vitória (MG)";"1006615"
"3159902";"Santo Antônio do Amparo (MG)";"477372"
"3160009";"Santo Antônio do Aventureiro (MG)";"79245"
"3160108";"Santo Antônio do Grama (MG)";"102566"
"3160207";"Santo Antônio do Itambé (MG)";"59343"
"3160306";"Santo Antônio do Jacinto (MG)";"131044"
"3160405";"Santo Antônio do Monte (MG)";"942155"
"3160454";"Santo Antônio do Retiro (MG)";"84684"
"3160504";"Santo Antônio do Rio Abaixo (MG)";"38142"
"3160603";"Santo Hipólito (MG)";"71685"
"3160702";"Santos Dumont (MG)";"1259406"
"3160801";"São Bento Abade (MG)";"96683"
"3160900";"São Brás do Suaçuí (MG)";"100032"
"3160959";"São Domingos das Dores (MG)";"120618"
"3161007";"São Domingos do Prata (MG)";"402896"
"3161056";"São Félix de Minas (MG)";"59108"
"3161106";"São Francisco (MG)";"859289"
"3161205";"São Francisco de Paula (MG)";"231806"
"3161304";"São Francisco de Sales (MG)";"249352"
"3161403";"São Francisco do Glória (MG)";"89843"
"3161502";"São Geraldo (MG)";"351897"
"3161601";"São Geraldo da Piedade (MG)";"53463"
"3161650";"São Geraldo do Baixio (MG)";"56811"
"3161700";"São Gonçalo do Abaeté (MG)";"376329"
"3161809";"São Gonçalo do Pará (MG)";"380221"
"3161908";"São Gonçalo do Rio Abaixo (MG)";"3766222"
"3162005";"São Gonçalo do Sapucaí (MG)";"1189277"
"3162104";"São Gotardo (MG)";"1555361"
"3162203";"São João Batista do Glória (MG)";"294819"
"3162252";"São João da Lagoa (MG)";"73610"
"3162302";"São João da Mata (MG)";"65323"
"3162401";"São João da Ponte (MG)";"358301"
"3162450";"São João das Missões (MG)";"119038"
"3162500";"São João del Rei (MG)";"3505346"
"3162559";"São João do Manhuaçu (MG)";"245232"
"3162575";"São João do Manteninha (MG)";"92757"
"3162609";"São João do Oriente (MG)";"129881"
"3162658";"São João do Pacuí (MG)";"52787"
"3162708";"São João do Paraíso (MG)";"343637"
"3162807";"São João Evangelista (MG)";"292736"
"3162906";"São João Nepomuceno (MG)";"672478"
"3162922";"São Joaquim de Bicas (MG)";"1065144"
"3162948";"São José da Barra (MG)";"911245"
"3162955";"São José da Lapa (MG)";"1026319"
"3163003";"São José da Safira (MG)";"53062"
"3163102";"São José da Varginha (MG)";"136884"
"3163201";"São José do Alegre (MG)";"78981"
"3163300";"São José do Divino (MG)";"60348"
"3163409";"São José do Goiabal (MG)";"87323"
"3163508";"São José do Jacuri (MG)";"157541"
"3163607";"São José do Mantimento (MG)";"56992"
"3163706";"São Lourenço (MG)";"1412020"
"3163805";"São Miguel do Anta (MG)";"129740"
"3163904";"São Pedro da União (MG)";"157484"
"3164001";"São Pedro dos Ferros (MG)";"160626"
"3164100";"São Pedro do Suaçuí (MG)";"117362"
"3164209";"São Romão (MG)";"228105"
"3164308";"São Roque de Minas (MG)";"424172"
"3164407";"São Sebastião da Bela Vista (MG)";"718487"
"3164431";"São Sebastião da Vargem Alegre (MG)";"64187"
"3164472";"São Sebastião do Anta (MG)";"128460"
"3164506";"São Sebastião do Maranhão (MG)";"126120"
"3164605";"São Sebastião do Oeste (MG)";"882568"
"3164704";"São Sebastião do Paraíso (MG)";"2834250"
"3164803";"São Sebastião do Rio Preto (MG)";"31555"
"3164902";"São Sebastião do Rio Verde (MG)";"48145"
"3165008";"São Tiago (MG)";"280531"
"3165107";"São Tomás de Aquino (MG)";"236784"
"3165206";"São Tomé das Letras (MG)";"159506"
"3165305";"São Vicente de Minas (MG)";"248336"
"3165404";"Sapucaí-Mirim (MG)";"174274"
"3165503";"Sardoá (MG)";"85294"
"3165537";"Sarzedo (MG)";"1642522"
"3165552";"Setubinha (MG)";"135060"
"3165560";"Sem-Peixe (MG)";"41763"
"3165578";"Senador Amaral (MG)";"115730"
"3165602";"Senador Cortes (MG)";"48570"
"3165701";"Senador Firmino (MG)";"142956"
"3165800";"Senador José Bento (MG)";"43395"
"3165909";"Senador Modestino Gonçalves (MG)";"92679"
"3166006";"Senhora de Oliveira (MG)";"91128"
"3166105";"Senhora do Porto (MG)";"56070"
"3166204";"Senhora dos Remédios (MG)";"138814"
"3166303";"Sericita (MG)";"156438"
"3166402";"Seritinga (MG)";"54766"
"3166501";"Serra Azul de Minas (MG)";"56049"
"3166600";"Serra da Saudade (MG)";"25562"
"3166709";"Serra dos Aimorés (MG)";"159079"
"3166808";"Serra do Salitre (MG)";"898489"
"3166907";"Serrania (MG)";"202565"
"3166956";"Serranópolis de Minas (MG)";"61271"
"3167004";"Serranos (MG)";"48320"
"3167103";"Serro (MG)";"386923"
"3167202";"Sete Lagoas (MG)";"14904465"
"3167301";"Silveirânia (MG)";"45007"
"3167400";"Silvianópolis (MG)";"178703"
"3167509";"Simão Pereira (MG)";"116089"
"3167608";"Simonésia (MG)";"371230"
"3167707";"Sobrália (MG)";"82141"
"3167806";"Soledade de Minas (MG)";"104147"
"3167905";"Tabuleiro (MG)";"86585"
"3168002";"Taiobeiras (MG)";"705373"
"3168051";"Taparuba (MG)";"59981"
"3168101";"Tapira (MG)";"631716"
"3168200";"Tapiraí (MG)";"70281"
"3168309";"Taquaraçu de Minas (MG)";"84703"
"3168408";"Tarumirim (MG)";"236378"
"3168507";"Teixeiras (MG)";"220040"
"3168606";"Teófilo Otoni (MG)";"3540248"
"3168705";"Timóteo (MG)";"4648992"
"3168804";"Tiradentes (MG)";"297551"
"3168903";"Tiros (MG)";"441044"
"3169000";"Tocantins (MG)";"450784"
"3169059";"Tocos do Moji (MG)";"82673"
"3169109";"Toledo (MG)";"125618"
"3169208";"Tombos (MG)";"168052"
"3169307";"Três Corações (MG)";"3568710"
"3169356";"Três Marias (MG)";"2582531"
"3169406";"Três Pontas (MG)";"2288500"
"3169505";"Tumiritinga (MG)";"94510"
"3169604";"Tupaciguara (MG)";"1400211"
"3169703";"Turmalina (MG)";"486869"
"3169802";"Turvolândia (MG)";"158832"
"3169901";"Ubá (MG)";"4462212"
"3170008";"Ubaí (MG)";"142057"
"3170057";"Ubaporanga (MG)";"227184"
"3170107";"Uberaba (MG)";"23689377"
"3170206";"Uberlândia (MG)";"51065684"
"3170305";"Umburatiba (MG)";"54271"
"3170404";"Unaí (MG)";"5221529"
"3170438";"União de Minas (MG)";"187679"
"3170479";"Uruana de Minas (MG)";"96142"
"3170503";"Urucânia (MG)";"356137"
"3170529";"Urucuia (MG)";"230887"
"3170578";"Vargem Alegre (MG)";"86774"
"3170602";"Vargem Bonita (MG)";"92402"
"3170651";"Vargem Grande do Rio Pardo (MG)";"77007"
"3170701";"Varginha (MG)";"10068568"
"3170750";"Varjão de Minas (MG)";"361878"
"3170800";"Várzea da Palma (MG)";"1351754"
"3170909";"Varzelândia (MG)";"235098"
"3171006";"Vazante (MG)";"1203159"
"3171030";"Verdelândia (MG)";"136751"
"3171071";"Veredinha (MG)";"114943"
"3171105";"Veríssimo (MG)";"306968"
"3171154";"Vermelho Novo (MG)";"87809"
"3171204";"Vespasiano (MG)";"3619031"
"3171303";"Viçosa (MG)";"2234764"
"3171402";"Vieiras (MG)";"69385"
"3171501";"Mathias Lobato (MG)";"58002"
"3171600";"Virgem da Lapa (MG)";"162588"
"3171709";"Virgínia (MG)";"238863"
"3171808";"Virginópolis (MG)";"210992"
"3171907";"Virgolândia (MG)";"67748"
"3172004";"Visconde do Rio Branco (MG)";"2052278"
"3172103";"Volta Grande (MG)";"146386"
"3172202";"Wenceslau Braz (MG)";"43767"
"3200102";"Afonso Cláudio (ES)";"740220"
"3200136";"Águia Branca (ES)";"313558"
"3200169";"Água Doce do Norte (ES)";"234307"
"3200201";"Alegre (ES)";"702107"
"3200300";"Alfredo Chaves (ES)";"565385"
"3200359";"Alto Rio Novo (ES)";"152485"
"3200409";"Anchieta (ES)";"2317579"
"3200508";"Apiacá (ES)";"146814"
"3200607";"Aracruz (ES)";"7724839"
"3200706";"Atílio Vivácqua (ES)";"453839"
"3200805";"Baixo Guandu (ES)";"910611"
"3200904";"Barra de São Francisco (ES)";"1326677"
"3201001";"Boa Esperança (ES)";"372418"
"3201100";"Bom Jesus do Norte (ES)";"269758"
"3201159";"Brejetuba (ES)";"342658"
"3201209";"Cachoeiro de Itapemirim (ES)";"7593554"
"3201308";"Cariacica (ES)";"19710843"
"3201407";"Castelo (ES)";"1395638"
"3201506";"Colatina (ES)";"5157945"
"3201605";"Conceição da Barra (ES)";"676074"
"3201704";"Conceição do Castelo (ES)";"356679"
"3201803";"Divino de São Lourenço (ES)";"101958"
"3201902";"Domingos Martins (ES)";"1294974"
"3202009";"Dores do Rio Preto (ES)";"232278"
"3202108";"Ecoporanga (ES)";"481243"
"3202207";"Fundão (ES)";"595415"
"3202256";"Governador Lindenberg (ES)";"428413"
"3202306";"Guaçuí (ES)";"783590"
"3202405";"Guarapari (ES)";"3391095"
"3202454";"Ibatiba (ES)";"560947"
"3202504";"Ibiraçu (ES)";"359707"
"3202553";"Ibitirama (ES)";"206693"
"3202603";"Iconha (ES)";"385081"
"3202652";"Irupi (ES)";"280698"
"3202702";"Itaguaçu (ES)";"453183"
"3202801";"Itapemirim (ES)";"6134486"
"3202900";"Itarana (ES)";"441241"
"3203007";"Iúna (ES)";"722976"
"3203056";"Jaguaré (ES)";"1252073"
"3203106";"Jerônimo Monteiro (ES)";"218904"
"3203130";"João Neiva (ES)";"615682"
"3203163";"Laranja da Terra (ES)";"272934"
"3203205";"Linhares (ES)";"10014356"
"3203304";"Mantenópolis (ES)";"250803"
"3203320";"Marataízes (ES)";"7102418"
"3203346";"Marechal Floriano (ES)";"682791"
"3203353";"Marilândia (ES)";"404453"
"3203403";"Mimoso do Sul (ES)";"702863"
"3203502";"Montanha (ES)";"564549"
"3203601";"Mucurici (ES)";"136015"
"3203700";"Muniz Freire (ES)";"509938"
"3203809";"Muqui (ES)";"307885"
"3203908";"Nova Venécia (ES)";"1886121"
"3204005";"Pancas (ES)";"467082"
"3204054";"Pedro Canário (ES)";"545057"
"3204104";"Pinheiros (ES)";"1024676"
"3204203";"Piúma (ES)";"1056103"
"3204252";"Ponto Belo (ES)";"141034"
"3204302";"Presidente Kennedy (ES)";"7368211"
"3204351";"Rio Bananal (ES)";"787898"
"3204401";"Rio Novo do Sul (ES)";"293579"
"3204500";"Santa Leopoldina (ES)";"439644"
"3204559";"Santa Maria de Jetibá (ES)";"2592685"
"3204609";"Santa Teresa (ES)";"820679"
"3204658";"São Domingos do Norte (ES)";"391545"
"3204708";"São Gabriel da Palha (ES)";"988351"
"3204807";"São José do Calçado (ES)";"230812"
"3204906";"São Mateus (ES)";"4355437"
"3204955";"São Roque do Canaã (ES)";"301801"
"3205002";"Serra (ES)";"37649155"
"3205010";"Sooretama (ES)";"911932"
"3205036";"Vargem Alta (ES)";"523374"
"3205069";"Venda Nova do Imigrante (ES)";"945412"
"3205101";"Viana (ES)";"5957536"
"3205150";"Vila Pavão (ES)";"213352"
"3205176";"Vila Valério (ES)";"615692"
"3205200";"Vila Velha (ES)";"19711328"
"3205309";"Vitória (ES)";"28257606"
"3300100";"Angra dos Reis (RJ)";"11900498"
"3300159";"Aperibé (RJ)";"301129"
"3300209";"Araruama (RJ)";"13156181"
"3300225";"Areal (RJ)";"597072"
"3300233";"Armação dos Búzios (RJ)";"5019621"
"3300258";"Arraial do Cabo (RJ)";"9335374"
"3300308";"Barra do Piraí (RJ)";"3225723"
"3300407";"Barra Mansa (RJ)";"6831115"
"3300456";"Belford Roxo (RJ)";"9686339"
"3300506";"Bom Jardim (RJ)";"1018920"
"3300605";"Bom Jesus do Itabapoana (RJ)";"1207611"
"3300704";"Cabo Frio (RJ)";"16964472"
"3300803";"Cachoeiras de Macacu (RJ)";"1702402"
"3300902";"Cambuci (RJ)";"479568"
"3300936";"Carapebus (RJ)";"1045633"
"3300951";"Comendador Levy Gasparian (RJ)";"633562"
"3301009";"Campos dos Goytacazes (RJ)";"42953469"
"3301108";"Cantagalo (RJ)";"1075296"
"3301157";"Cardoso Moreira (RJ)";"393125"
"3301207";"Carmo (RJ)";"671866"
"3301306";"Casimiro de Abreu (RJ)";"3363239"
"3301405";"Conceição de Macabu (RJ)";"504000"
"3301504";"Cordeiro (RJ)";"530533"
"3301603";"Duas Barras (RJ)";"285448"
"3301702";"Duque de Caxias (RJ)";"70068007"
"3301801";"Engenheiro Paulo de Frontin (RJ)";"320438"
"3301850";"Guapimirim (RJ)";"1589983"
"3301876";"Iguaba Grande (RJ)";"814661"
"3301900";"Itaboraí (RJ)";"6278393"
"3302007";"Itaguaí (RJ)";"11383962"
"3302056";"Italva (RJ)";"431493"
"3302106";"Itaocara (RJ)";"756489"
"3302205";"Itaperuna (RJ)";"4067637"
"3302254";"Itatiaia (RJ)";"6988685"
"3302270";"Japeri (RJ)";"1874798"
"3302304";"Laje do Muriaé (RJ)";"208603"
"3302403";"Macaé (RJ)";"22394860"
"3302452";"Macuco (RJ)";"282626"
"3302502";"Magé (RJ)";"5301411"
"3302601";"Mangaratiba (RJ)";"3443660"
"3302700";"Maricá (RJ)";"134092034"
"3302809";"Mendes (RJ)";"444764"
"3302858";"Mesquita (RJ)";"3029007"
"3302908";"Miguel Pereira (RJ)";"847198"
"3303005";"Miracema (RJ)";"742077"
"3303104";"Natividade (RJ)";"408436"
"3303203";"Nilópolis (RJ)";"3339769"
"3303302";"Niterói (RJ)";"76268005"
"3303401";"Nova Friburgo (RJ)";"7367567"
"3303500";"Nova Iguaçu (RJ)";"20518624"
"3303609";"Paracambi (RJ)";"1085489"
"3303708";"Paraíba do Sul (RJ)";"1399157"
"3303807";"Paraty (RJ)";"6324392"
"3303856";"Paty do Alferes (RJ)";"862740"
"3303906";"Petrópolis (RJ)";"19907335"
"3303955";"Pinheiral (RJ)";"1187697"
"3304003";"Piraí (RJ)";"3388747"
"3304102";"Porciúncula (RJ)";"559253"
"3304110";"Porto Real (RJ)";"3205582"
"3304128";"Quatis (RJ)";"400781"
"3304144";"Queimados (RJ)";"4938812"
"3304151";"Quissamã (RJ)";"5669644"
"3304201";"Resende (RJ)";"12267696"
"3304300";"Rio Bonito (RJ)";"2038466"
"3304409";"Rio Claro (RJ)";"577431"
"3304508";"Rio das Flores (RJ)";"338695"
"3304524";"Rio das Ostras (RJ)";"10599898"
"3304557";"Rio de Janeiro (RJ)";"418462360"
"3304607";"Santa Maria Madalena (RJ)";"275098"
"3304706";"Santo Antônio de Pádua (RJ)";"1686337"
"3304755";"São Francisco de Itabapoana (RJ)";"1481367"
"3304805";"São Fidélis (RJ)";"985938"
"3304904";"São Gonçalo (RJ)";"23063689"
"3305000";"São João da Barra (RJ)";"13986152"
"3305109";"São João de Meriti (RJ)";"11534047"
"3305133";"São José de Ubá (RJ)";"232730"
"3305158";"São José do Vale do Rio Preto (RJ)";"941645"
"3305208";"São Pedro da Aldeia (RJ)";"3359011"
"3305307";"São Sebastião do Alto (RJ)";"272845"
"3305406";"Sapucaia (RJ)";"1227721"
"3305505";"Saquarema (RJ)";"64701140"
"3305554";"Seropédica (RJ)";"3760076"
"3305604";"Silva Jardim (RJ)";"705912"
"3305703";"Sumidouro (RJ)";"733841"
"3305752";"Tanguá (RJ)";"858815"
"3305802";"Teresópolis (RJ)";"7104546"
"3305901";"Trajano de Moraes (RJ)";"290439"
"3306008";"Três Rios (RJ)";"6017636"
"3306107";"Valença (RJ)";"3104489"
"3306156";"Varre-Sai (RJ)";"407915"
"3306206";"Vassouras (RJ)";"1472880"
"3306305";"Volta Redonda (RJ)";"15307615"
"3500105";"Adamantina (SP)";"1705895"
"3500204";"Adolfo (SP)";"215283"
"3500303";"Aguaí (SP)";"1773843"
"3500402";"Águas da Prata (SP)";"272359"
"3500501";"Águas de Lindóia (SP)";"801115"
"3500550";"Águas de Santa Bárbara (SP)";"375562"
"3500600";"Águas de São Pedro (SP)";"185390"
"3500709";"Agudos (SP)";"3415809"
"3500758";"Alambari (SP)";"160252"
"3500808";"Alfredo Marcondes (SP)";"158137"
"3500907";"Altair (SP)";"210529"
"3501004";"Altinópolis (SP)";"946538"
"3501103";"Alto Alegre (SP)";"172396"
"3501152";"Alumínio (SP)";"3438994"
"3501202";"Álvares Florence (SP)";"175598"
"3501301";"Álvares Machado (SP)";"859771"
"3501400";"Álvaro de Carvalho (SP)";"69377"
"3501509";"Alvinlândia (SP)";"82613"
"3501608";"Americana (SP)";"17600566"
"3501707";"Américo Brasiliense (SP)";"1504962"
"3501806";"Américo de Campos (SP)";"175848"
"3501905";"Amparo (SP)";"6698469"
"3502002";"Analândia (SP)";"266292"
"3502101";"Andradina (SP)";"4464940"
"3502200";"Angatuba (SP)";"1776475"
"3502309";"Anhembi (SP)";"315144"
"3502408";"Anhumas (SP)";"132376"
"3502507";"Aparecida (SP)";"1369699"
"3502606";"Aparecida d'Oeste (SP)";"225794"
"3502705";"Apiaí (SP)";"1235626"
"3502754";"Araçariguama (SP)";"4832077"
"3502804";"Araçatuba (SP)";"11457740"
"3502903";"Araçoiaba da Serra (SP)";"1523194"
"3503000";"Aramina (SP)";"219179"
"3503109";"Arandu (SP)";"217238"
"3503158";"Arapeí (SP)";"53236"
"3503208";"Araraquara (SP)";"14689500"
"3503307";"Araras (SP)";"10022873"
"3503356";"Arco-Íris (SP)";"136329"
"3503406";"Arealva (SP)";"301110"
"3503505";"Areias (SP)";"75042"
"3503604";"Areiópolis (SP)";"221707"
"3503703";"Ariranha (SP)";"1252002"
"3503802";"Artur Nogueira (SP)";"2162833"
"3503901";"Arujá (SP)";"10426127"
"3503950";"Aspásia (SP)";"65851"
"3504008";"Assis (SP)";"4682609"
"3504107";"Atibaia (SP)";"9426584"
"3504206";"Auriflama (SP)";"443572"
"3504305";"Avaí (SP)";"500953"
"3504404";"Avanhandava (SP)";"295755"
"3504503";"Avaré (SP)";"4408538"
"3504602";"Bady Bassitt (SP)";"762195"
"3504701";"Balbinos (SP)";"82895"
"3504800";"Bálsamo (SP)";"367871"
"3504909";"Bananal (SP)";"282444"
"3505005";"Barão de Antonina (SP)";"80403"
"3505104";"Barbosa (SP)";"186923"
"3505203";"Bariri (SP)";"1863764"
"3505302";"Barra Bonita (SP)";"2077901"
"3505351";"Barra do Chapéu (SP)";"202870"
"3505401";"Barra do Turvo (SP)";"145159"
"3505500";"Barretos (SP)";"6715414"
"3505609";"Barrinha (SP)";"737580"
"3505708";"Barueri (SP)";"71646710"
"3505807";"Bastos (SP)";"1596603"
"3505906";"Batatais (SP)";"3328690"
"3506003";"Bauru (SP)";"20654759"
"3506102";"Bebedouro (SP)";"5343661"
"3506201";"Bento de Abreu (SP)";"288020"
"3506300";"Bernardino de Campos (SP)";"605499"
"3506359";"Bertioga (SP)";"2663550"
"3506409";"Bilac (SP)";"307745"
"3506508";"Birigui (SP)";"4866490"
"3506607";"Biritiba Mirim (SP)";"1111541"
"3506706";"Boa Esperança do Sul (SP)";"633216"
"3506805";"Bocaina (SP)";"381376"
"3506904";"Bofete (SP)";"309773"
"3507001";"Boituva (SP)";"4474130"
"3507100";"Bom Jesus dos Perdões (SP)";"1627411"
"3507159";"Bom Sucesso de Itararé (SP)";"77487"
"3507209";"Borá (SP)";"120962"
"3507308";"Boracéia (SP)";"657535"
"3507407";"Borborema (SP)";"704921"
"3507456";"Borebi (SP)";"118452"
"3507506";"Botucatu (SP)";"7992148"
"3507605";"Bragança Paulista (SP)";"10443288"
"3507704";"Braúna (SP)";"157855"
"3507753";"Brejo Alegre (SP)";"90697"
"3507803";"Brodowski (SP)";"1210305"
"3507902";"Brotas (SP)";"1555980"
"3508009";"Buri (SP)";"907833"
"3508108";"Buritama (SP)";"746204"
"3508207";"Buritizal (SP)";"305568"
"3508306";"Cabrália Paulista (SP)";"177481"
"3508405";"Cabreúva (SP)";"7240981"
"3508504";"Caçapava (SP)";"6516271"
"3508603";"Cachoeira Paulista (SP)";"847786"
"3508702";"Caconde (SP)";"554109"
"3508801";"Cafelândia (SP)";"930635"
"3508900";"Caiabu (SP)";"88015"
"3509007";"Caieiras (SP)";"5507619"
"3509106";"Caiuá (SP)";"111895"
"3509205";"Cajamar (SP)";"28984602"
"3509254";"Cajati (SP)";"1987670"
"3509304";"Cajobi (SP)";"275001"
"3509403";"Cajuru (SP)";"1123799"
"3509452";"Campina do Monte Alegre (SP)";"211436"
"3509502";"Campinas (SP)";"91968328"
"3509601";"Campo Limpo Paulista (SP)";"3233935"
"3509700";"Campos do Jordão (SP)";"1946799"
"3509809";"Campos Novos Paulista (SP)";"342295"
"3509908";"Cananéia (SP)";"330538"
"3509957";"Canas (SP)";"121017"
"3510005";"Cândido Mota (SP)";"2482755"
"3510104";"Cândido Rodrigues (SP)";"157951"
"3510153";"Canitar (SP)";"218328"
"3510203";"Capão Bonito (SP)";"1668882"
"3510302";"Capela do Alto (SP)";"536048"
"3510401";"Capivari (SP)";"3824460"
"3510500";"Caraguatatuba (SP)";"5822815"
"3510609";"Carapicuíba (SP)";"8436817"
"3510708";"Cardoso (SP)";"440025"
"3510807";"Casa Branca (SP)";"1494279"
"3510906";"Cássia dos Coqueiros (SP)";"306056"
"3511003";"Castilho (SP)";"2275541"
"3511102";"Catanduva (SP)";"7029953"
"3511201";"Catiguá (SP)";"196946"
"3511300";"Cedral (SP)";"808870"
"3511409";"Cerqueira César (SP)";"1400618"
"3511508";"Cerquilho (SP)";"2891328"
"3511607";"Cesário Lange (SP)";"1215884"
"3511706";"Charqueada (SP)";"790607"
"3511904";"Clementina (SP)";"254107"
"3512001";"Colina (SP)";"2052576"
"3512100";"Colômbia (SP)";"743433"
"3512209";"Conchal (SP)";"1093664"
"3512308";"Conchas (SP)";"551103"
"3512407";"Cordeirópolis (SP)";"4167915"
"3512506";"Coroados (SP)";"335405"
"3512605";"Coronel Macedo (SP)";"165849"
"3512704";"Corumbataí (SP)";"354604"
"3512803";"Cosmópolis (SP)";"2313364"
"3512902";"Cosmorama (SP)";"878427"
"3513009";"Cotia (SP)";"19060773"
"3513108";"Cravinhos (SP)";"2357353"
"3513207";"Cristais Paulista (SP)";"449171"
"3513306";"Cruzália (SP)";"218199"
"3513405";"Cruzeiro (SP)";"4281962"
"3513504";"Cubatão (SP)";"27813388"
"3513603";"Cunha (SP)";"432941"
"3513702";"Descalvado (SP)";"2584483"
"3513801";"Diadema (SP)";"21229085"
"3513850";"Dirce Reis (SP)";"99485"
"3513900";"Divinolândia (SP)";"528584"
"3514007";"Dobrada (SP)";"213755"
"3514106";"Dois Córregos (SP)";"1187097"
"3514205";"Dolcinópolis (SP)";"84390"
"3514304";"Dourado (SP)";"1178140"
"3514403";"Dracena (SP)";"1855224"
"3514502";"Duartina (SP)";"435780"
"3514601";"Dumont (SP)";"414002"
"3514700";"Echaporã (SP)";"187403"
"3514809";"Eldorado (SP)";"423995"
"3514908";"Elias Fausto (SP)";"2159509"
"3514924";"Elisiário (SP)";"121971"
"3514957";"Embaúba (SP)";"93032"
"3515004";"Embu das Artes (SP)";"17290650"
"3515103";"Embu-Guaçu (SP)";"1742920"
"3515129";"Emilianópolis (SP)";"97866"
"3515152";"Engenheiro Coelho (SP)";"814390"
"3515186";"Espírito Santo do Pinhal (SP)";"2715247"
"3515194";"Espírito Santo do Turvo (SP)";"181809"
"3515202";"Estrela d'Oeste (SP)";"1317163"
"3515301";"Estrela do Norte (SP)";"69692"
"3515350";"Euclides da Cunha Paulista (SP)";"162208"
"3515400";"Fartura (SP)";"566395"
