"Tabela 5938 - Produto interno bruto a preços correntes, impostos, líquidos de subsídios, sobre produtos a preços correntes e valor adicionado bruto a preços correntes total e por atividade econômica, e respectivas participações - Referência 2010"
"Variável - Produto Interno Bruto a preços correntes (Mil Reais)"
"Cód.";"Município";"Ano"
"2920304";"Malhada de Pedras (BA)";"111365"
"2920403";"Manoel Vitorino (BA)";"165432"
"2920452";"Mansidão (BA)";"117787"
"2920502";"Maracás (BA)";"692349"
"2920601";"Maragogipe (BA)";"479212"
"2920700";"Maraú (BA)";"434712"
"2920809";"Marcionílio Souza (BA)";"119538"
"2920908";"Mascote (BA)";"193317"
"2921005";"Mata de São João (BA)";"1734857"
"2921054";"Matina (BA)";"123261"
"2921104";"Medeiros Neto (BA)";"505592"
"2921203";"Miguel Calmon (BA)";"340200"
"2921302";"Milagres (BA)";"181064"
"2921401";"Mirangaba (BA)";"167191"
"2921450";"Mirante (BA)";"102822"
"2921500";"Monte Santo (BA)";"590805"
"2921609";"Morpará (BA)";"102667"
"2921708";"Morro do Chapéu (BA)";"1565321"
"2921807";"Mortugaba (BA)";"132840"
"2921906";"Mucugê (BA)";"599591"
"2922003";"Mucuri (BA)";"3127407"
"2922052";"Mulungu do Morro (BA)";"283456"
"2922102";"Mundo Novo (BA)";"219477"
"2922201";"Muniz Ferreira (BA)";"86329"
"2922250";"Muquém do São Francisco (BA)";"266937"
"2922300";"Muritiba (BA)";"375977"
"2922409";"Mutuípe (BA)";"511682"
"2922508";"Nazaré (BA)";"463721"
"2922607";"Nilo Peçanha (BA)";"201028"
"2922656";"Nordestina (BA)";"184562"
"2922706";"Nova Canaã (BA)";"227966"
"2922730";"Nova Fátima (BA)";"121799"
"2922755";"Nova Ibiá (BA)";"127888"
"2922805";"Nova Itarana (BA)";"89840"
"2922854";"Nova Redenção (BA)";"93115"
"2922904";"Nova Soure (BA)";"341842"
"2923001";"Nova Viçosa (BA)";"699744"
"2923035";"Novo Horizonte (BA)";"137372"
"2923050";"Novo Triunfo (BA)";"130774"
"2923100";"Olindina (BA)";"296049"
"2923209";"Oliveira dos Brejinhos (BA)";"420124"
"2923308";"Ouriçangas (BA)";"110003"
"2923357";"Ourolândia (BA)";"318032"
"2923407";"Palmas de Monte Alto (BA)";"291639"
"2923506";"Palmeiras (BA)";"153919"
"2923605";"Paramirim (BA)";"310453"
"2923704";"Paratinga (BA)";"327813"
"2923803";"Paripiranga (BA)";"559999"
"2923902";"Pau Brasil (BA)";"135359"
"2924009";"Paulo Afonso (BA)";"4258891"
"2924058";"Pé de Serra (BA)";"166031"
"2924108";"Pedrão (BA)";"68924"
"2924207";"Pedro Alexandre (BA)";"178830"
"2924306";"Piatã (BA)";"220692"
"2924405";"Pilão Arcado (BA)";"367179"
"2924504";"Pindaí (BA)";"285213"
"2924603";"Pindobaçu (BA)";"215103"
"2924652";"Pintadas (BA)";"132345"
"2924678";"Piraí do Norte (BA)";"157001"
"2924702";"Piripá (BA)";"92317"
"2924801";"Piritiba (BA)";"218911"
"2924900";"Planaltino (BA)";"88316"
"2925006";"Planalto (BA)";"324874"
"2925105";"Poções (BA)";"681871"
"2925204";"Pojuca (BA)";"3036559"
"2925253";"Ponto Novo (BA)";"246410"
"2925303";"Porto Seguro (BA)";"5009894"
"2925402";"Potiraguá (BA)";"151243"
"2925501";"Prado (BA)";"776982"
"2925600";"Presidente Dutra (BA)";"167733"
"2925709";"Presidente Jânio Quadros (BA)";"122014"
"2925758";"Presidente Tancredo Neves (BA)";"417933"
"2925808";"Queimadas (BA)";"321603"
"2925907";"Quijingue (BA)";"277904"
"2925931";"Quixabeira (BA)";"117642"
"2925956";"Rafael Jambeiro (BA)";"422266"
"2926004";"Remanso (BA)";"573383"
"2926103";"Retirolândia (BA)";"175548"
"2926202";"Riachão das Neves (BA)";"1896806"
"2926301";"Riachão do Jacuípe (BA)";"565913"
"2926400";"Riacho de Santana (BA)";"406700"
"2926509";"Ribeira do Amparo (BA)";"199747"
"2926608";"Ribeira do Pombal (BA)";"918880"
"2926657";"Ribeirão do Largo (BA)";"134074"
"2926707";"Rio de Contas (BA)";"198436"
"2926806";"Rio do Antônio (BA)";"143762"
"2926905";"Rio do Pires (BA)";"119203"
"2927002";"Rio Real (BA)";"1275892"
"2927101";"Rodelas (BA)";"162518"
"2927200";"Ruy Barbosa (BA)";"537946"
"2927309";"Salinas da Margarida (BA)";"250081"
"2927408";"Salvador (BA)";"76698777"
"2927507";"Santa Bárbara (BA)";"229692"
"2927606";"Santa Brígida (BA)";"161580"
"2927705";"Santa Cruz Cabrália (BA)";"649502"
"2927804";"Santa Cruz da Vitória (BA)";"77737"
"2927903";"Santa Inês (BA)";"113748"
"2928000";"Santaluz (BA)";"678133"
"2928059";"Santa Luzia (BA)";"165145"
"2928109";"Santa Maria da Vitória (BA)";"696761"
"2928208";"Santana (BA)";"426643"
"2928307";"Santanópolis (BA)";"84482"
"2928406";"Santa Rita de Cássia (BA)";"389400"
"2928505";"Santa Terezinha (BA)";"165369"
"2928604";"Santo Amaro (BA)";"1375771"
"2928703";"Santo Antônio de Jesus (BA)";"3028414"
"2928802";"Santo Estêvão (BA)";"1295366"
"2928901";"São Desidério (BA)";"8525862"
"2928950";"São Domingos (BA)";"109020"
"2929008";"São Félix (BA)";"198066"
"2929057";"São Félix do Coribe (BA)";"276484"
"2929107";"São Felipe (BA)";"282891"
"2929206";"São Francisco do Conde (BA)";"26505737"
"2929255";"São Gabriel (BA)";"193553"
"2929305";"São Gonçalo dos Campos (BA)";"1673386"
"2929354";"São José da Vitória (BA)";"71407"
"2929370";"São José do Jacuípe (BA)";"154211"
"2929404";"São Miguel das Matas (BA)";"207568"
"2929503";"São Sebastião do Passé (BA)";"957089"
"2929602";"Sapeaçu (BA)";"343805"
"2929701";"Sátiro Dias (BA)";"352993"
"2929750";"Saubara (BA)";"179572"
"2929800";"Saúde (BA)";"120918"
"2929909";"Seabra (BA)";"861825"
"2930006";"Sebastião Laranjeiras (BA)";"123933"
"2930105";"Senhor do Bonfim (BA)";"1260522"
"2930154";"Serra do Ramalho (BA)";"521086"
"2930204";"Sento Sé (BA)";"1566194"
"2930303";"Serra Dourada (BA)";"261412"
"2930402";"Serra Preta (BA)";"175258"
"2930501";"Serrinha (BA)";"1420689"
"2930600";"Serrolândia (BA)";"153750"
"2930709";"Simões Filho (BA)";"8508321"
"2930758";"Sítio do Mato (BA)";"154008"
"2930766";"Sítio do Quinto (BA)";"168209"
"2930774";"Sobradinho (BA)";"908544"
"2930808";"Souto Soares (BA)";"177203"
"2930907";"Tabocas do Brejo Velho (BA)";"341963"
"2931004";"Tanhaçu (BA)";"315577"
"2931053";"Tanque Novo (BA)";"297435"
"2931103";"Tanquinho (BA)";"83841"
"2931202";"Taperoá (BA)";"254682"
"2931301";"Tapiramutá (BA)";"174265"
"2931350";"Teixeira de Freitas (BA)";"3670771"
"2931400";"Teodoro Sampaio (BA)";"123381"
"2931509";"Teofilândia (BA)";"238098"
"2931608";"Teolândia (BA)";"279612"
"2931707";"Terra Nova (BA)";"164871"
"2931806";"Tremedal (BA)";"172959"
"2931905";"Tucano (BA)";"823511"
"2932002";"Uauá (BA)";"318312"
"2932101";"Ubaíra (BA)";"305087"
"2932200";"Ubaitaba (BA)";"316059"
"2932309";"Ubatã (BA)";"264213"
"2932408";"Uibaí (BA)";"177265"
"2932457";"Umburanas (BA)";"238955"
"2932507";"Una (BA)";"453711"
"2932606";"Urandi (BA)";"232370"
"2932705";"Uruçuca (BA)";"384146"
"2932804";"Utinga (BA)";"297919"
"2932903";"Valença (BA)";"2194454"
"2933000";"Valente (BA)";"350571"
"2933059";"Várzea da Roça (BA)";"152110"
"2933109";"Várzea do Poço (BA)";"154661"
"2933158";"Várzea Nova (BA)";"573060"
"2933174";"Varzedo (BA)";"172935"
"2933208";"Vera Cruz (BA)";"709330"
"2933257";"Vereda (BA)";"116334"
"2933307";"Vitória da Conquista (BA)";"12666571"
"2933406";"Wagner (BA)";"115311"
"2933455";"Wanderley (BA)";"230492"
"2933505";"Wenceslau Guimarães (BA)";"424520"
"2933604";"Xique-Xique (BA)";"780080"
"3100104";"Abadia dos Dourados (MG)";"190397"
"3100203";"Abaeté (MG)";"641971"
"3100302";"Abre Campo (MG)";"331512"
"3100401";"Acaiaca (MG)";"85066"
"3100500";"Açucena (MG)";"172094"
"3100609";"Água Boa (MG)";"235422"
"3100708";"Água Comprida (MG)";"330940"
"3100807";"Aguanil (MG)";"111494"
"3100906";"Águas Formosas (MG)";"362826"
"3101003";"Águas Vermelhas (MG)";"278390"
"3101102";"Aimorés (MG)";"793376"
"3101201";"Aiuruoca (MG)";"154422"
"3101300";"Alagoa (MG)";"63840"
"3101409";"Albertina (MG)";"90906"
"3101508";"Além Paraíba (MG)";"1045759"
"3101607";"Alfenas (MG)";"3669899"
"3101631";"Alfredo Vasconcelos (MG)";"176964"
"3101706";"Almenara (MG)";"813917"
"3101805";"Alpercata (MG)";"112973"
"3101904";"Alpinópolis (MG)";"618618"
"3102001";"Alterosa (MG)";"332256"
"3102050";"Alto Caparaó (MG)";"131678"
"3102100";"Alto Rio Doce (MG)";"222897"
"3102209";"Alvarenga (MG)";"64939"
"3102308";"Alvinópolis (MG)";"402513"
"3102407";"Alvorada de Minas (MG)";"95009"
"3102506";"Amparo do Serra (MG)";"71597"
"3102605";"Andradas (MG)";"1483245"
"3102704";"Cachoeira de Pajeú (MG)";"146445"
"3102803";"Andrelândia (MG)";"340782"
"3102852";"Angelândia (MG)";"193853"
"3102902";"Antônio Carlos (MG)";"412676"
"3103009";"Antônio Dias (MG)";"535451"
"3103108";"Antônio Prado de Minas (MG)";"35792"
"3103207";"Araçaí (MG)";"75709"
"3103306";"Aracitaba (MG)";"40166"
"3103405";"Araçuaí (MG)";"1081893"
"3103504";"Araguari (MG)";"6858534"
"3103603";"Arantina (MG)";"77723"
"3103702";"Araponga (MG)";"143377"
"3103751";"Araporã (MG)";"1209045"
"3103801";"Arapuá (MG)";"249487"
"3103900";"Araújos (MG)";"464947"
"3104007";"Araxá (MG)";"8847240"
"3104106";"Arceburgo (MG)";"460319"
"3104205";"Arcos (MG)";"3058033"
"3104304";"Areado (MG)";"380056"
"3104403";"Argirita (MG)";"51372"
"3104452";"Aricanduva (MG)";"86410"
"3104502";"Arinos (MG)";"544568"
"3104601";"Astolfo Dutra (MG)";"453516"
"3104700";"Ataléia (MG)";"259696"
"3104809";"Augusto de Lima (MG)";"113862"
"3104908";"Baependi (MG)";"451940"
"3105004";"Baldim (MG)";"132125"
"3105103";"Bambuí (MG)";"861016"
"3105202";"Bandeira (MG)";"66317"
"3105301";"Bandeira do Sul (MG)";"113862"
"3105400";"Barão de Cocais (MG)";"1547170"
"3105509";"Barão do Monte Alto (MG)";"73841"
"3105608";"Barbacena (MG)";"4108617"
"3105707";"Barra Longa (MG)";"101736"
"3105905";"Barroso (MG)";"801810"
"3106002";"Bela Vista de Minas (MG)";"407734"
"3106101";"Belmiro Braga (MG)";"79258"
"3106200";"Belo Horizonte (MG)";"130197671"
"3106309";"Belo Oriente (MG)";"2329754"
"3106408";"Belo Vale (MG)";"268616"
"3106507";"Berilo (MG)";"139373"
"3106606";"Bertópolis (MG)";"62780"
"3106655";"Berizal (MG)";"70041"
"3106705";"Betim (MG)";"52614325"
"3106804";"Bias Fortes (MG)";"51305"
"3106903";"Bicas (MG)";"357491"
"3107000";"Biquinhas (MG)";"75634"
"3107109";"Boa Esperança (MG)";"1413664"
"3107208";"Bocaina de Minas (MG)";"105938"
"3107307";"Bocaiúva (MG)";"1435951"
"3107406";"Bom Despacho (MG)";"2193212"
"3107505";"Bom Jardim de Minas (MG)";"152445"
"3107604";"Bom Jesus da Penha (MG)";"203053"
"3107703";"Bom Jesus do Amparo (MG)";"178433"
"3107802";"Bom Jesus do Galho (MG)";"221368"
"3107901";"Bom Repouso (MG)";"209757"
"3108008";"Bom Sucesso (MG)";"468363"
"3108107";"Bonfim (MG)";"142868"
"3108206";"Bonfinópolis de Minas (MG)";"473316"
"3108255";"Bonito de Minas (MG)";"127474"
"3108305";"Borda da Mata (MG)";"465206"
"3108404";"Botelhos (MG)";"346227"
"3108503";"Botumirim (MG)";"85707"
"3108552";"Brasilândia de Minas (MG)";"466969"
"3108602";"Brasília de Minas (MG)";"510728"
"3108701";"Brás Pires (MG)";"60376"
"3108800";"Braúnas (MG)";"224250"
"3108909";"Brazópolis (MG)";"277926"
"3109006";"Brumadinho (MG)";"2845330"
"3109105";"Bueno Brandão (MG)";"256721"
"3109204";"Buenópolis (MG)";"191748"
"3109253";"Bugre (MG)";"56472"
"3109303";"Buritis (MG)";"1446139"
"3109402";"Buritizeiro (MG)";"852046"
"3109451";"Cabeceira Grande (MG)";"529789"
"3109501";"Cabo Verde (MG)";"320280"
"3109600";"Cachoeira da Prata (MG)";"68105"
"3109709";"Cachoeira de Minas (MG)";"609745"
"3109808";"Cachoeira Dourada (MG)";"156900"
"3109907";"Caetanópolis (MG)";"361894"
"3110004";"Caeté (MG)";"1004131"
"3110103";"Caiana (MG)";"103764"
"3110202";"Cajuri (MG)";"128296"
"3110301";"Caldas (MG)";"372574"
"3110400";"Camacho (MG)";"89251"
"3110509";"Camanducaia (MG)";"1318310"
"3110608";"Cambuí (MG)";"2451443"
"3110707";"Cambuquira (MG)";"455159"
"3110806";"Campanário (MG)";"61167"
"3110905";"Campanha (MG)";"561947"
"3111002";"Campestre (MG)";"564549"
"3111101";"Campina Verde (MG)";"677668"
"3111150";"Campo Azul (MG)";"52497"
"3111200";"Campo Belo (MG)";"1458096"
"3111309";"Campo do Meio (MG)";"244375"
"3111408";"Campo Florido (MG)";"1054872"
"3111507";"Campos Altos (MG)";"524859"
"3111606";"Campos Gerais (MG)";"841150"
"3111705";"Canaã (MG)";"102039"
"3111804";"Canápolis (MG)";"937761"
"3111903";"Cana Verde (MG)";"95423"
"3112000";"Candeias (MG)";"442692"
"3112059";"Cantagalo (MG)";"63289"
"3112109";"Caparaó (MG)";"129596"
"3112208";"Capela Nova (MG)";"70184"
"3112307";"Capelinha (MG)";"1111827"
"3112406";"Capetinga (MG)";"233338"
"3112505";"Capim Branco (MG)";"179521"
"3112604";"Capinópolis (MG)";"861974"
"3112653";"Capitão Andrade (MG)";"71144"
"3112703";"Capitão Enéas (MG)";"580398"
"3112802";"Capitólio (MG)";"443829"
"3112901";"Caputira (MG)";"196872"
"3113008";"Caraí (MG)";"273823"
"3113107";"Caranaíba (MG)";"49306"
"3113206";"Carandaí (MG)";"883369"
"3113305";"Carangola (MG)";"780303"
"3113404";"Caratinga (MG)";"2871549"
"3113503";"Carbonita (MG)";"199922"
"3113602";"Careaçu (MG)";"199576"
"3113701";"Carlos Chagas (MG)";"629832"
"3113800";"Carmésia (MG)";"45529"
"3113909";"Carmo da Cachoeira (MG)";"367738"
"3114006";"Carmo da Mata (MG)";"315082"
"3114105";"Carmo de Minas (MG)";"330268"
"3114204";"Carmo do Cajuru (MG)";"779793"
"3114303";"Carmo do Paranaíba (MG)";"1195269"
"3114402";"Carmo do Rio Claro (MG)";"843687"
"3114501";"Carmópolis de Minas (MG)";"541381"
"3114550";"Carneirinho (MG)";"684512"
"3114600";"Carrancas (MG)";"174307"
"3114709";"Carvalhópolis (MG)";"86224"
"3114808";"Carvalhos (MG)";"103816"
"3114907";"Casa Grande (MG)";"81954"
"3115003";"Cascalho Rico (MG)";"101297"
"3115102";"Cássia (MG)";"519892"
"3115201";"Conceição da Barra de Minas (MG)";"87501"
"3115300";"Cataguases (MG)";"2139616"
"3115359";"Catas Altas (MG)";"1779684"
"3115409";"Catas Altas da Noruega (MG)";"51640"
"3115458";"Catuji (MG)";"109880"
"3115474";"Catuti (MG)";"70828"
"3115508";"Caxambu (MG)";"464911"
"3115607";"Cedro do Abaeté (MG)";"27975"
"3115706";"Central de Minas (MG)";"100034"
"3115805";"Centralina (MG)";"448883"
"3115904";"Chácara (MG)";"62304"
"3116001";"Chalé (MG)";"139736"
"3116100";"Chapada do Norte (MG)";"121416"
"3116159";"Chapada Gaúcha (MG)";"581137"
"3116209";"Chiador (MG)";"47110"
"3116308";"Cipotânea (MG)";"80891"
"3116407";"Claraval (MG)";"261983"
"3116506";"Claro dos Poções (MG)";"113053"
"3116605";"Cláudio (MG)";"1426310"
"3116704";"Coimbra (MG)";"149609"
"3116803";"Coluna (MG)";"134748"
"3116902";"Comendador Gomes (MG)";"225390"
"3117009";"Comercinho (MG)";"84176"
"3117108";"Conceição da Aparecida (MG)";"325806"
"3117207";"Conceição das Pedras (MG)";"78790"
"3117306";"Conceição das Alagoas (MG)";"1782238"
"3117405";"Conceição de Ipanema (MG)";"91447"
"3117504";"Conceição do Mato Dentro (MG)";"3194401"
"3117603";"Conceição do Pará (MG)";"313543"
"3117702";"Conceição do Rio Verde (MG)";"352054"
"3117801";"Conceição dos Ouros (MG)";"308533"
"3117836";"Cônego Marinho (MG)";"78705"
"3117876";"Confins (MG)";"1617017"
"3117900";"Congonhal (MG)";"274057"
"3118007";"Congonhas (MG)";"7693794"
"3118106";"Congonhas do Norte (MG)";"63889"
"3118205";"Conquista (MG)";"671619"
"3118304";"Conselheiro Lafaiete (MG)";"3482648"
"3118403";"Conselheiro Pena (MG)";"500871"
"3118502";"Consolação (MG)";"36259"
"3118601";"Contagem (MG)";"45092393"
"3118700";"Coqueiral (MG)";"279820"
"3118809";"Coração de Jesus (MG)";"357956"
"3118908";"Cordisburgo (MG)";"164132"
"3119005";"Cordislândia (MG)";"131187"
"3119104";"Corinto (MG)";"546844"
"3119203";"Coroaci (MG)";"160041"
"3119302";"Coromandel (MG)";"2051785"
"3119401";"Coronel Fabriciano (MG)";"2387846"
"3119500";"Coronel Murta (MG)";"116044"
"3119609";"Coronel Pacheco (MG)";"72440"
"3119708";"Coronel Xavier Chaves (MG)";"89841"
"3119807";"Córrego Danta (MG)";"181310"
"3119906";"Córrego do Bom Jesus (MG)";"65483"
"3119955";"Córrego Fundo (MG)";"508108"
"3120003";"Córrego Novo (MG)";"63742"
"3120102";"Couto de Magalhães de Minas (MG)";"76758"
"3120151";"Crisólita (MG)";"92302"
"3120201";"Cristais (MG)";"343069"
"3120300";"Cristália (MG)";"74447"
"3120409";"Cristiano Otoni (MG)";"168668"
"3120508";"Cristina (MG)";"316773"
"3120607";"Crucilândia (MG)";"100692"
"3120706";"Cruzeiro da Fortaleza (MG)";"183246"
"3120805";"Cruzília (MG)";"421201"
"3120839";"Cuparaque (MG)";"83623"
"3120870";"Curral de Dentro (MG)";"94747"
"3120904";"Curvelo (MG)";"2706326"
"3121001";"Datas (MG)";"88055"
"3121100";"Delfim Moreira (MG)";"141824"
"3121209";"Delfinópolis (MG)";"355640"
"3121258";"Delta (MG)";"708459"
"3121308";"Descoberto (MG)";"116298"
"3121407";"Desterro de Entre Rios (MG)";"249745"
"3121506";"Desterro do Melo (MG)";"62041"
"3121605";"Diamantina (MG)";"1201221"
"3121704";"Diogo de Vasconcelos (MG)";"55355"
"3121803";"Dionísio (MG)";"104803"
"3121902";"Divinésia (MG)";"87003"
"3122009";"Divino (MG)";"442810"
"3122108";"Divino das Laranjeiras (MG)";"70321"
"3122207";"Divinolândia de Minas (MG)";"91614"
"3122306";"Divinópolis (MG)";"9339332"
"3122355";"Divisa Alegre (MG)";"216686"
"3122405";"Divisa Nova (MG)";"157089"
"3122454";"Divisópolis (MG)";"118503"
"3122470";"Dom Bosco (MG)";"85437"
"3122504";"Dom Cavati (MG)";"85391"
"3122603";"Dom Joaquim (MG)";"81864"
"3122702";"Dom Silvério (MG)";"128826"
"3122801";"Dom Viçoso (MG)";"50704"
"3122900";"Dona Euzébia (MG)";"126627"
"3123007";"Dores de Campos (MG)";"485977"
"3123106";"Dores de Guanhães (MG)";"190470"
"3123205";"Dores do Indaiá (MG)";"398845"
"3123304";"Dores do Turvo (MG)";"76798"
"3123403";"Doresópolis (MG)";"134727"
"3123502";"Douradoquara (MG)";"88741"
"3123528";"Durandé (MG)";"154213"
"3123601";"Elói Mendes (MG)";"948342"
"3123700";"Engenheiro Caldas (MG)";"188885"
"3123809";"Engenheiro Navarro (MG)";"116459"
"3123858";"Entre Folhas (MG)";"82275"
"3123908";"Entre Rios de Minas (MG)";"417307"
"3124005";"Ervália (MG)";"576909"
"3124104";"Esmeraldas (MG)";"1314691"
"3124203";"Espera Feliz (MG)";"570799"
"3124302";"Espinosa (MG)";"472197"
"3124401";"Espírito Santo do Dourado (MG)";"151056"
"3124500";"Estiva (MG)";"572584"
"3124609";"Estrela Dalva (MG)";"51736"
"3124708";"Estrela do Indaiá (MG)";"163896"
"3124807";"Estrela do Sul (MG)";"458303"
"3124906";"Eugenópolis (MG)";"243155"
"3125002";"Ewbank da Câmara (MG)";"71576"
"3125101";"Extrema (MG)";"20204999"
"3125200";"Fama (MG)";"68126"
"3125309";"Faria Lemos (MG)";"79466"
"3125408";"Felício dos Santos (MG)";"90314"
"3125507";"São Gonçalo do Rio Preto (MG)";"59522"
"3125606";"Felisburgo (MG)";"91368"
"3125705";"Felixlândia (MG)";"315867"
"3125804";"Fernandes Tourinho (MG)";"55720"
"3125903";"Ferros (MG)";"163549"
"3125952";"Fervedouro (MG)";"184762"
"3126000";"Florestal (MG)";"182909"
"3126109";"Formiga (MG)";"2969264"
"3126208";"Formoso (MG)";"536208"
"3126307";"Fortaleza de Minas (MG)";"98575"
"3126406";"Fortuna de Minas (MG)";"70961"
"3126505";"Francisco Badaró (MG)";"91212"
"3126604";"Francisco Dumont (MG)";"106412"
"3126703";"Francisco Sá (MG)";"532918"
"3126752";"Franciscópolis (MG)";"95098"
"3126802";"Frei Gaspar (MG)";"91083"
"3126901";"Frei Inocêncio (MG)";"173509"
"3126950";"Frei Lagonegro (MG)";"50933"
"3127008";"Fronteira (MG)";"1090434"
"3127057";"Fronteira dos Vales (MG)";"57796"
"3127073";"Fruta de Leite (MG)";"57437"
"3127107";"Frutal (MG)";"4026769"
"3127206";"Funilândia (MG)";"111148"
"3127305";"Galiléia (MG)";"126802"
"3127339";"Gameleiras (MG)";"74869"
"3127354";"Glaucilândia (MG)";"55390"
"3127370";"Goiabeira (MG)";"57042"
"3127388";"Goianá (MG)";"104454"
"3127404";"Gonçalves (MG)";"124200"
"3127503";"Gonzaga (MG)";"92850"
"3127602";"Gouveia (MG)";"205957"
"3127701";"Governador Valadares (MG)";"8612266"
"3127800";"Grão Mogol (MG)";"817459"
"3127909";"Grupiara (MG)";"51558"
"3128006";"Guanhães (MG)";"1284432"
"3128105";"Guapé (MG)";"499822"
"3128204";"Guaraciaba (MG)";"132454"
"3128253";"Guaraciama (MG)";"83745"
"3128303";"Guaranésia (MG)";"811249"
"3128402";"Guarani (MG)";"226180"
"3128501";"Guarará (MG)";"72283"
"3128600";"Guarda-Mor (MG)";"889875"
"3128709";"Guaxupé (MG)";"2431560"
"3128808";"Guidoval (MG)";"134343"
"3128907";"Guimarânia (MG)";"359324"
"3129004";"Guiricema (MG)";"135880"
"3129103";"Gurinhatã (MG)";"238368"
"3129202";"Heliodora (MG)";"156943"
"3129301";"Iapu (MG)";"206569"
"3129400";"Ibertioga (MG)";"120875"
"3129509";"Ibiá (MG)";"1701475"
"3129608";"Ibiaí (MG)";"123724"
"3129657";"Ibiracatu (MG)";"62188"
"3129707";"Ibiraci (MG)";"895829"
"3129806";"Ibirité (MG)";"3235632"
"3129905";"Ibitiúra de Minas (MG)";"75924"
"3130002";"Ibituruna (MG)";"72846"
"3130051";"Icaraí de Minas (MG)";"126584"
"3130101";"Igarapé (MG)";"1401824"
"3130200";"Igaratinga (MG)";"831527"
"3130309";"Iguatama (MG)";"569669"
"3130408";"Ijaci (MG)";"601865"
"3130507";"Ilicínea (MG)";"314565"
"3130556";"Imbé de Minas (MG)";"129945"
"3130606";"Inconfidentes (MG)";"175313"
"3130655";"Indaiabira (MG)";"96825"
"3130705";"Indianópolis (MG)";"2150117"
"3130804";"Ingaí (MG)";"163203"
"3130903";"Inhapim (MG)";"543260"
"3131000";"Inhaúma (MG)";"157760"
